date,day_of_week,product,views,likes,comments_count,estimated_price_ksh,demand_score,year,month,day,week_of_year,is_weekend,engagement_rate,comment_rate,category_ clothing,category_ feeding ,category_ travel  ,engagement,engagement_growth
2025-08-01, Friday     , Baby Mittens Set  ,3167,220,14,500,7.83,2025,8,1,31,0,0.06944444444444445,0.004419191919191919,True,False,False,3401,-35575.0
2025-08-08, Friday     , Baby Mittens Set  ,15807,1156,210,500,9.97,2025,8,8,32,0,0.07312753036437247,0.013284412955465588,True,False,False,17173,13772.0
2025-08-18, Monday     , Baby Mittens Set  ,39678,2958,382,500,9.38,2025,8,18,34,0,0.07454824970387358,0.009627258751480633,True,False,False,43018,25845.0
2025-08-24, Sunday     , Baby Mittens Set  ,11337,446,53,500,4.87,2025,8,24,34,1,0.03933674369377315,0.0046745457752690065,True,False,False,11836,-31182.0
2025-08-27, Wednesday  , Baby Mittens Set  ,37547,1635,114,500,4.96,2025,8,27,35,0,0.04354426334292106,0.003036113774368808,True,False,False,39296,27460.0
2025-09-11, Thursday   , Baby Mittens Set  ,10427,605,109,500,7.89,2025,9,11,37,0,0.0580168776371308,0.010452627541235136,True,False,False,11141,-28155.0
2025-09-12, Friday     , Baby Mittens Set  ,21198,666,108,500,4.16,2025,9,12,37,0,0.03141657625359687,0.005094579933015708,True,False,False,21972,10831.0
2025-09-16, Tuesday    , Baby Mittens Set  ,19715,1131,133,500,7.09,2025,9,16,38,0,0.05736457699330493,0.006745790221140191,True,False,False,20979,-993.0
2025-09-26, Friday     , Baby Mittens Set  ,23969,1052,80,500,5.06,2025,9,26,39,0,0.043888193575302464,0.003337505214851898,True,False,False,25101,4122.0
2025-09-30, Tuesday    , Baby Mittens Set  ,45221,1541,278,500,4.64,2025,9,30,40,0,0.034076334527442395,0.0061474503560214055,True,False,False,47040,21939.0
2025-11-10, Monday     , Baby Mittens Set  ,4192,314,33,500,9.06,2025,11,10,46,0,0.07488671595516337,0.007870259957071309,True,False,False,4539,-42501.0
2025-11-22, Saturday   , Baby Mittens Set  ,12789,529,60,500,5.07,2025,11,22,47,1,0.04136043784206411,0.004691164972634871,True,False,False,13378,8839.0
2025-11-28, Friday     , Baby Mittens Set  ,49882,2620,175,500,5.95,2025,11,28,48,0,0.05252290359441092,0.003508209209550348,True,False,False,52677,39299.0
2025-12-02, Tuesday    , Baby Mittens Set  ,41224,1246,124,500,3.62,2025,12,2,49,0,0.030224378411158277,0.003007883565797453,True,False,False,42594,-10083.0
2025-12-11, Thursday   , Baby Mittens Set  ,22806,1363,81,500,6.69,2025,12,11,50,0,0.05976235366334897,0.003551541193493226,True,False,False,24250,-18344.0
2025-12-13, Saturday   , Baby Mittens Set  ,29952,953,115,500,3.95,2025,12,13,50,1,0.03181651253630688,0.0038393483123560245,True,False,False,31020,6770.0
2026-01-03, Saturday   , Baby Mittens Set  ,4573,306,47,500,8.75,2026,1,3,1,1,0.06689986882378662,0.010275470048097944,True,False,False,4926,-26094.0
2026-01-04, Sunday     , Baby Mittens Set  ,25752,951,166,500,4.98,2026,1,4,1,1,0.036927736574379685,0.006445850968819167,True,False,False,26869,21943.0
2026-01-24, Saturday   , Baby Mittens Set  ,28212,975,182,500,4.75,2026,1,24,4,1,0.03455853684471698,0.006450926877680502,True,False,False,29369,2500.0
2026-02-19, Thursday   , Baby Mittens Set  ,11155,456,87,500,5.65,2026,2,19,8,0,0.04087486554320545,0.00779849408390104,True,False,False,11698,-17671.0
2026-03-24, Tuesday    , Baby Mittens Set  ,37150,2845,185,500,8.65,2026,3,24,13,0,0.07657936529299346,0.004979677532233318,True,False,False,40180,28482.0
2025-04-03, Thursday   , Baby Romper       ,30693,931,49,1200,3.35,2025,4,3,14,0,0.030331660910927215,0.0015964032058382745,True,False,False,31673,0.0
2025-04-10, Thursday   , Baby Romper       ,19159,607,113,1200,4.35,2025,4,10,15,0,0.03168058455114822,0.0058977035490605425,True,False,False,19879,-11794.0
2025-04-18, Friday     , Baby Romper       ,42774,2188,239,1200,6.23,2025,4,18,16,0,0.05115137346580947,0.0055873758036236116,True,False,False,45201,25322.0
2025-06-02, Monday     , Baby Romper       ,43914,2124,190,1200,5.7,2025,6,2,23,0,0.04836616190367756,0.004326539906637823,True,False,False,46228,1027.0
2025-06-12, Thursday   , Baby Romper       ,36584,1819,321,1200,6.73,2025,6,12,24,0,0.04971983053163865,0.00877408774087741,True,False,False,38724,-7504.0
2025-06-28, Saturday   , Baby Romper       ,10311,448,51,1200,5.33,2025,6,28,26,1,0.04344453064391001,0.004945694336695112,True,False,False,10810,-27914.0
2025-06-29, Sunday     , Baby Romper       ,27945,873,169,1200,4.33,2025,6,29,26,1,0.031238817719888356,0.006047377084377013,True,False,False,28987,18177.0
2025-07-22, Tuesday    , Baby Romper       ,46425,2375,321,1200,6.5,2025,7,22,30,0,0.05115667944686167,0.006914229095765304,True,False,False,49121,20134.0
2025-07-27, Sunday     , Baby Romper       ,43555,3106,304,1200,8.53,2025,7,27,30,1,0.07131049683166499,0.00697952061713656,True,False,False,46965,-2156.0
2025-08-03, Sunday     , Baby Romper       ,25714,1912,196,1200,8.96,2025,8,3,31,1,0.0743534901808283,0.007622010499708342,True,False,False,27822,-19143.0
2025-08-05, Tuesday    , Baby Romper       ,9056,317,19,1200,3.92,2025,8,5,32,0,0.03500055205918074,0.002097824886827868,True,False,False,9392,-18430.0
2025-08-07, Thursday   , Baby Romper       ,19924,1109,94,1200,6.51,2025,8,7,32,0,0.055658720200752826,0.004717691342534505,True,False,False,21127,11735.0
2025-09-10, Wednesday  , Baby Romper       ,45125,3229,310,1200,8.53,2025,9,10,37,0,0.07155520099277578,0.006869653858086248,True,False,False,48664,27537.0
2025-09-19, Friday     , Baby Romper       ,21963,731,41,1200,3.7,2025,9,19,38,0,0.033281733746130034,0.0018666909488253506,True,False,False,22735,-25929.0
2025-09-27, Saturday   , Baby Romper       ,41749,1504,179,1200,4.46,2025,9,27,39,1,0.03602395209580838,0.004287425149700599,True,False,False,43432,20697.0
2025-10-06, Monday     , Baby Romper       ,40638,1281,230,1200,4.28,2025,10,6,41,0,0.03152144491744383,0.005659588080415365,True,False,False,42149,-1283.0
2025-10-12, Sunday     , Baby Romper       ,28069,1665,269,1200,7.85,2025,10,12,41,1,0.05931599572497328,0.009583184894905594,True,False,False,30003,-12146.0
2025-10-15, Wednesday  , Baby Romper       ,12554,995,140,1200,10.16,2025,10,15,42,0,0.07925129430505774,0.011150935882118677,True,False,False,13689,-16314.0
2025-11-15, Saturday   , Baby Romper       ,34154,2295,126,1200,7.46,2025,11,15,46,1,0.06719367588932806,0.003689064558629776,True,False,False,36575,22886.0
2025-11-26, Wednesday  , Baby Romper       ,40727,2548,422,1200,8.33,2025,11,26,48,0,0.06256138283244941,0.010361422117462188,True,False,False,43697,7122.0
2026-01-15, Thursday   , Baby Romper       ,26063,1974,312,1200,9.97,2026,1,15,3,0,0.0757366482504604,0.011970534069981584,True,False,False,28349,-15348.0
2026-02-04, Wednesday  , Baby Romper       ,23776,1486,155,1200,7.55,2026,2,4,6,0,0.062497371409345165,0.00651890482398957,True,False,False,25417,-2932.0
2026-03-23, Monday     , Baby Romper       ,23736,1854,187,1200,9.39,2026,3,23,13,0,0.07810591060369887,0.007877996376964232,True,False,False,25777,360.0
2025-03-30, Sunday     , Baby Stroller     ,8265,312,18,32000,4.21,2025,3,30,13,1,0.03774497943382531,0.0021775949673360755,False,False,True,8595,0.0
2025-04-12, Saturday   , Baby Stroller     ,45573,2612,203,32000,6.62,2025,4,12,15,1,0.05731338043621363,0.004454294115065607,False,False,True,48388,39793.0
2025-04-28, Monday     , Baby Stroller     ,42342,2549,333,32000,7.59,2025,4,28,18,0,0.060198852230593014,0.0078643459367546,False,False,True,45224,-3164.0
2025-05-10, Saturday   , Baby Stroller     ,28736,2265,252,32000,9.64,2025,5,10,19,1,0.07881824825138324,0.008769182586908864,False,False,True,31253,-13971.0
2025-05-31, Saturday   , Baby Stroller     ,27876,1085,113,32000,4.7,2025,5,31,22,1,0.038920974279872296,0.004053520823618036,False,False,True,29074,-2179.0
2025-06-05, Thursday   , Baby Stroller     ,41790,2282,180,32000,6.32,2025,6,5,23,0,0.05460505850541983,0.00430714747194372,False,False,True,44252,15178.0
2025-06-11, Wednesday  , Baby Stroller     ,37743,2738,267,32000,8.67,2025,6,11,24,0,0.07254133107248835,0.007073972022043238,False,False,True,40748,-3504.0
2025-06-18, Wednesday  , Baby Stroller     ,26376,1619,128,32000,7.11,2025,6,18,25,0,0.061379231906585285,0.004852712590514463,False,False,True,28123,-12625.0
2025-06-20, Friday     , Baby Stroller     ,15403,907,105,32000,7.25,2025,6,20,25,0,0.058880810179174244,0.006816411321734614,False,False,True,16415,-11708.0
2025-07-03, Thursday   , Baby Stroller     ,49893,3317,189,32000,7.41,2025,7,3,27,0,0.0664809395919349,0.0037880306249248406,False,False,True,53399,36984.0
2025-08-02, Saturday   , Baby Stroller     ,23689,778,103,32000,4.15,2025,8,2,31,1,0.03284086112283664,0.004347826086956522,False,False,True,24570,-28829.0
2025-08-15, Friday     , Baby Stroller     ,16683,1303,138,32000,9.46,2025,8,15,33,0,0.0780987772716375,0.008271397746343803,False,False,True,18124,-6446.0
2025-08-17, Sunday     , Baby Stroller     ,4105,125,24,32000,4.21,2025,8,17,33,1,0.03044325377496347,0.0058451047247929854,False,False,True,4254,-13870.0
2025-09-01, Monday     , Baby Stroller     ,25833,1266,247,32000,6.81,2025,9,1,36,0,0.049005186962917086,0.009561043585971976,False,False,True,27346,23092.0
2025-09-03, Wednesday  , Baby Stroller     ,10702,467,27,32000,4.87,2025,9,3,36,0,0.04363262636643932,0.002522657198916192,False,False,True,11196,-16150.0
2025-09-06, Saturday   , Baby Stroller     ,6809,493,42,32000,8.47,2025,9,6,36,1,0.0723935389133627,0.006167400881057269,False,False,True,7344,-3852.0
2025-09-07, Sunday     , Baby Stroller     ,40765,1735,158,32000,5.03,2025,9,7,36,1,0.042559976450964036,0.0038757788353039296,False,False,True,42658,35314.0
2025-09-09, Tuesday    , Baby Stroller     ,38187,1658,88,32000,4.8,2025,9,9,37,0,0.04341678014035823,0.0023043888132397612,False,False,True,39933,-2725.0
2025-10-08, Wednesday  , Baby Stroller     ,12267,380,37,32000,3.7,2025,10,8,41,0,0.030974894033257254,0.003015976524290838,False,False,True,12684,-27249.0
2025-10-09, Thursday   , Baby Stroller     ,8229,381,25,32000,5.24,2025,10,9,41,0,0.04629404617253949,0.003037667071688943,False,False,True,8635,-4049.0
2025-10-13, Monday     , Baby Stroller     ,25275,919,85,32000,4.31,2025,10,13,42,0,0.036358601044469065,0.003362873872448172,False,False,True,26279,17644.0
2025-10-20, Monday     , Baby Stroller     ,43427,3407,612,32000,10.66,2025,10,20,43,0,0.07845169015381781,0.014092290688035369,False,False,True,47446,21167.0
2025-11-04, Tuesday    , Baby Stroller     ,7951,549,95,32000,9.29,2025,11,4,45,0,0.06903923541247485,0.011946680080482898,False,False,True,8595,-38851.0
2025-11-11, Tuesday    , Baby Stroller     ,38455,1594,209,32000,5.23,2025,11,11,46,0,0.04144996879550655,0.005434782608695652,False,False,True,40258,31663.0
2025-11-13, Thursday   , Baby Stroller     ,7788,426,68,32000,7.22,2025,11,13,46,0,0.054692515085376814,0.008730260623956862,False,False,True,8282,-31976.0
2025-12-08, Monday     , Baby Stroller     ,21097,646,96,32000,3.97,2025,12,8,50,0,0.030619016020475873,0.004550194331216229,False,False,True,21839,13557.0
2025-12-09, Tuesday    , Baby Stroller     ,6944,542,39,32000,8.93,2025,12,9,50,0,0.07804175665946725,0.005615550755939525,False,False,True,7525,-14314.0
2025-12-26, Friday     , Baby Stroller     ,6425,220,17,32000,3.95,2025,12,26,52,0,0.034235916588857766,0.0026455026455026454,False,False,True,6662,-863.0
2026-01-05, Monday     , Baby Stroller     ,43401,3256,500,32000,9.81,2026,1,5,2,0,0.07501958435095157,0.011520206442099442,False,False,True,47157,40495.0
2026-01-09, Friday     , Baby Stroller     ,42809,1583,141,32000,4.36,2026,1,9,2,0,0.036977341742583505,0.0032936229852838124,False,False,True,44533,-2624.0
2026-01-10, Saturday   , Baby Stroller     ,19029,1267,111,32000,7.82,2026,1,10,2,1,0.06657908565423017,0.005832895428271151,False,False,True,20407,-24126.0
2026-01-26, Monday     , Baby Stroller     ,26791,1819,265,32000,8.77,2026,1,26,5,0,0.06789340101522842,0.009891012242460437,False,False,True,28875,8468.0
2026-02-21, Saturday   , Baby Stroller     ,42970,3230,640,32000,10.5,2026,2,21,8,1,0.07516697307486445,0.014893765562821439,False,False,True,46840,17965.0
2026-02-22, Sunday     , Baby Stroller     ,16899,561,61,32000,4.04,2026,2,22,8,1,0.03319526627218935,0.003609467455621302,False,False,True,17521,-29319.0
2026-03-09, Monday     , Baby Stroller     ,23452,1701,211,32000,9.05,2026,3,9,11,0,0.07252803479299023,0.008996716837931181,False,False,True,25364,7843.0
2026-03-10, Tuesday    , Baby Stroller     ,4396,331,44,32000,9.53,2026,3,10,11,0,0.07527859904480327,0.010006822833750284,False,False,True,4771,-20593.0
2026-03-18, Wednesday  , Baby Stroller     ,38766,1165,155,32000,3.8,2026,3,18,12,0,0.03005133231872469,0.0039982459308174475,False,False,True,40086,35315.0
2026-03-20, Friday     , Baby Stroller     ,11882,939,135,32000,10.18,2026,3,20,12,0,0.07902044938146932,0.011360767482958849,False,False,True,12956,-27130.0
2026-03-22, Sunday     , Baby Stroller     ,3007,106,17,32000,4.66,2026,3,22,12,1,0.03523936170212766,0.005651595744680851,False,False,True,3130,-9826.0
2025-04-11, Friday     , Baby Towel        ,3585,226,21,700,7.48,2025,4,11,15,0,0.0630228667038483,0.005856107083100948,False,False,False,3832,0.0
2025-04-15, Tuesday    , Baby Towel        ,27851,898,88,700,3.86,2025,4,15,16,0,0.032241849777394804,0.00315955766192733,False,False,False,28837,25005.0
2025-04-20, Sunday     , Baby Towel        ,14666,494,51,700,4.06,2025,4,20,16,1,0.033681052703347654,0.0034771937001431786,False,False,False,15211,-13626.0
2025-05-05, Monday     , Baby Towel        ,23959,1358,166,700,7.05,2025,5,5,19,0,0.05667779632721202,0.006928213689482471,False,False,False,25483,10272.0
2025-05-13, Tuesday    , Baby Towel        ,6931,235,24,700,4.08,2025,5,13,20,0,0.03390075014425851,0.003462204270051933,False,False,False,7190,-18293.0
2025-05-25, Sunday     , Baby Towel        ,44642,2959,546,700,9.07,2025,5,25,21,1,0.06628138789955872,0.012230360862845239,False,False,False,48147,40957.0
2025-07-07, Monday     , Baby Towel        ,31222,1477,176,700,5.86,2025,7,7,28,0,0.04730487140889729,0.0056368702559010985,False,False,False,32875,-15272.0
2025-07-09, Wednesday  , Baby Towel        ,4849,208,10,700,4.7,2025,7,9,28,0,0.04288659793814433,0.002061855670103093,False,False,False,5067,-27808.0
2025-07-10, Thursday   , Baby Towel        ,37257,2051,268,700,6.94,2025,7,10,28,0,0.05504858017070159,0.007193086048633851,False,False,False,39576,34509.0
2025-07-13, Sunday     , Baby Towel        ,20071,1281,174,700,8.12,2025,7,13,28,1,0.06382024711040254,0.008668792347548825,False,False,False,21526,-18050.0
2025-07-28, Monday     , Baby Towel        ,41954,2075,107,700,5.46,2025,7,28,31,0,0.04945775235371231,0.0025503515671552856,False,False,False,44136,22610.0
2025-07-29, Tuesday    , Baby Towel        ,26466,914,89,700,4.13,2025,7,29,31,0,0.03453357010616995,0.003362678051913704,False,False,False,27469,-16667.0
2025-07-31, Thursday   , Baby Towel        ,39259,1822,274,700,6.04,2025,7,31,31,0,0.04640855832908813,0.006979113601630158,False,False,False,41355,13886.0
2025-08-14, Thursday   , Baby Towel        ,27470,1715,277,700,8.26,2025,8,14,33,0,0.06242947107859197,0.010083360634851298,False,False,False,29462,-11893.0
2025-09-18, Thursday   , Baby Towel        ,39660,1481,279,700,5.14,2025,9,18,38,0,0.0373414689493457,0.0070346183908625605,False,False,False,41420,11958.0
2025-10-01, Wednesday  , Baby Towel        ,6432,282,48,700,5.88,2025,10,1,40,0,0.043836468210788126,0.007461526503963936,False,False,False,6762,-34658.0
2025-10-07, Tuesday    , Baby Towel        ,41650,2076,136,700,5.64,2025,10,7,41,0,0.04984274087056733,0.003265227725624835,False,False,False,43862,37100.0
2025-10-18, Saturday   , Baby Towel        ,22119,1655,102,700,8.4,2025,10,18,42,1,0.07481916817359856,0.00461121157323689,False,False,False,23876,-19986.0
2025-10-19, Sunday     , Baby Towel        ,6324,500,33,700,8.95,2025,10,19,42,1,0.07905138339920949,0.0052173913043478265,False,False,False,6857,-17019.0
2025-10-21, Tuesday    , Baby Towel        ,2117,90,6,700,4.82,2025,10,21,43,0,0.042492917847025496,0.0028328611898017,False,False,False,2213,-4644.0
2025-10-28, Tuesday    , Baby Towel        ,18644,618,122,700,4.62,2025,10,28,44,0,0.0331456154465004,0.006543309198176455,False,False,False,19384,17171.0
2025-10-29, Wednesday  , Baby Towel        ,7287,513,45,700,8.28,2025,10,29,44,0,0.07038968166849616,0.006174533479692645,False,False,False,7845,-11539.0
2025-11-01, Saturday   , Baby Towel        ,19988,1429,278,700,9.93,2025,11,1,44,1,0.07148931912551904,0.013907649207063884,False,False,False,21695,13850.0
2025-11-03, Monday     , Baby Towel        ,10162,338,54,700,4.39,2025,11,3,45,0,0.03325789629046541,0.0053133917150447706,False,False,False,10554,-11141.0
2025-11-20, Thursday   , Baby Towel        ,18478,1107,149,700,7.6,2025,11,20,47,0,0.05990583906055522,0.008063206883489367,False,False,False,19734,9180.0
2025-11-21, Friday     , Baby Towel        ,36884,2631,510,700,9.9,2025,11,21,47,0,0.07132980886539243,0.013826758845058967,False,False,False,40025,20291.0
2025-12-15, Monday     , Baby Towel        ,30865,1750,213,700,7.05,2025,12,15,51,0,0.05669668891336746,0.006900796993455582,False,False,False,32828,-7197.0
2025-12-17, Wednesday  , Baby Towel        ,14342,1108,117,700,9.36,2025,12,17,51,0,0.07725022659136861,0.008157289270027191,False,False,False,15567,-17261.0
2025-12-19, Friday     , Baby Towel        ,42411,3053,549,700,9.79,2025,12,19,51,0,0.07198434405356974,0.012944449684051684,False,False,False,46013,30446.0
2025-12-23, Tuesday    , Baby Towel        ,9970,420,66,700,5.54,2025,12,23,52,0,0.04212215424731722,0.006619195667435563,False,False,False,10456,-35557.0
2025-12-28, Sunday     , Baby Towel        ,10705,808,116,700,9.72,2025,12,28,52,1,0.07547169811320754,0.010835045768727816,False,False,False,11629,1173.0
2025-12-29, Monday     , Baby Towel        ,39609,2822,294,700,8.61,2025,12,29,1,0,0.07124463519313305,0.0074223680888664476,False,False,False,42725,31096.0
2026-01-01, Thursday   , Baby Towel        ,31975,1141,153,700,4.53,2026,1,1,1,0,0.035683012259194395,0.0047848386289717285,False,False,False,33269,-9456.0
2026-01-27, Tuesday    , Baby Towel        ,3750,248,36,700,8.53,2026,1,27,5,0,0.06611570247933884,0.00959744068248467,False,False,False,4034,-29235.0
2026-02-06, Friday     , Baby Towel        ,4983,259,28,700,6.32,2026,2,6,6,0,0.05196629213483146,0.0056179775280898875,False,False,False,5270,1236.0
2026-02-08, Sunday     , Baby Towel        ,9564,586,107,700,8.36,2026,2,8,6,1,0.06126502875065342,0.011186617877679038,False,False,False,10257,4987.0
2026-02-26, Thursday   , Baby Towel        ,10245,803,146,700,10.69,2026,2,26,9,0,0.07837204762834277,0.01424946320515323,False,False,False,11194,937.0
2026-03-07, Saturday   , Baby Towel        ,23754,1571,195,700,8.26,2026,3,7,10,1,0.06613344559040202,0.008208798147758366,False,False,False,25520,14326.0
2025-04-06, Sunday     , Feeding Bottle    ,3267,194,11,800,6.61,2025,4,6,14,1,0.05936352509179926,0.0033659730722154224,False,True,False,3472,0.0
2025-04-07, Monday     , Feeding Bottle    ,32740,1719,89,800,5.79,2025,4,7,15,0,0.05250297791759567,0.0027183042668214165,False,True,False,34548,31076.0
2025-04-19, Saturday   , Feeding Bottle    ,7258,289,45,800,5.22,2025,4,19,16,1,0.03981264637002342,0.006199200991872158,False,True,False,7592,-26956.0
2025-04-21, Monday     , Feeding Bottle    ,24662,1788,209,800,8.94,2025,4,21,17,0,0.07249726310667802,0.008474232656205652,False,True,False,26659,19067.0
2025-05-03, Saturday   , Feeding Bottle    ,23976,1100,73,800,5.2,2025,5,3,18,1,0.045877299078283355,0.0030445843933769863,False,True,False,25149,-1510.0
2025-05-06, Tuesday    , Feeding Bottle    ,34562,1502,130,800,5.1,2025,5,6,19,0,0.04345687584989729,0.0037612475768885804,False,True,False,36194,11045.0
2025-05-16, Friday     , Feeding Bottle    ,27184,1020,128,800,4.69,2025,5,16,20,0,0.0375206915578444,0.004708478940592238,False,True,False,28332,-7862.0
2025-05-27, Tuesday    , Feeding Bottle    ,44405,2817,386,800,8.08,2025,5,27,22,0,0.06343737332792866,0.00869251902896005,False,True,False,47608,19276.0
2025-05-28, Wednesday  , Feeding Bottle    ,4557,350,68,800,10.66,2025,5,28,22,0,0.0767880649407635,0.01491882404563405,False,True,False,4975,-42633.0
2025-06-03, Tuesday    , Feeding Bottle    ,16373,1292,158,800,9.82,2025,6,3,23,0,0.07890558202027605,0.009649444240869672,False,True,False,17823,12848.0
2025-06-04, Wednesday  , Feeding Bottle    ,21738,1124,115,800,6.23,2025,6,4,23,0,0.051704310225861354,0.005290031740190441,False,True,False,22977,5154.0
2025-06-17, Tuesday    , Feeding Bottle    ,40754,1744,247,800,5.49,2025,6,17,25,0,0.042792295423874374,0.006060606060606061,False,True,False,42745,19768.0
2025-06-22, Sunday     , Feeding Bottle    ,24677,1469,80,800,6.6,2025,6,22,25,1,0.059526703946835235,0.003241753788799741,False,True,False,26226,-16519.0
2025-07-02, Wednesday  , Feeding Bottle    ,47952,3727,598,800,10.27,2025,7,2,27,0,0.07772193606239443,0.01247054407440619,False,True,False,52277,26051.0
2025-07-16, Wednesday  , Feeding Bottle    ,26107,1140,93,800,5.08,2025,7,16,29,0,0.043664777079822276,0.0035621265512486592,False,True,False,27340,-24937.0
2025-07-21, Monday     , Feeding Bottle    ,2412,77,8,800,3.86,2025,7,21,30,0,0.031910484873601326,0.003315375051802735,False,True,False,2497,-24843.0
2025-08-06, Wednesday  , Feeding Bottle    ,41081,2047,376,800,6.81,2025,8,6,32,0,0.04982717491845577,0.009152426853609853,False,True,False,43504,41007.0
2025-08-23, Saturday   , Feeding Bottle    ,23447,1165,76,800,5.62,2025,8,23,34,1,0.04968440805185943,0.0032412146025247355,False,True,False,24688,-18816.0
2025-08-28, Thursday   , Feeding Bottle    ,47445,3676,583,800,10.21,2025,8,28,35,0,0.07747755342916157,0.012287653332209249,False,True,False,51704,27016.0
2025-08-30, Saturday   , Feeding Bottle    ,31548,1206,134,800,4.67,2025,8,30,35,1,0.038226251228248125,0.004247361247583125,False,True,False,32888,-18816.0
2025-09-13, Saturday   , Feeding Bottle    ,14173,924,75,800,7.58,2025,9,13,37,1,0.06518978411175391,0.005291378580499506,False,True,False,15172,-17716.0
2025-09-14, Sunday     , Feeding Bottle    ,15051,1189,167,800,10.12,2025,9,14,37,1,0.07899282487377093,0.011094871113473292,False,True,False,16407,1235.0
2025-10-10, Friday     , Feeding Bottle    ,5596,333,50,800,7.74,2025,10,10,41,0,0.05949615865642308,0.008933357155619081,False,True,False,5979,-10428.0
2025-10-11, Saturday   , Feeding Bottle    ,18616,1022,64,800,6.18,2025,10,11,41,1,0.05489606273835741,0.003437718214535102,False,True,False,19702,13723.0
2025-10-22, Wednesday  , Feeding Bottle    ,2846,161,19,800,6.99,2025,10,22,43,0,0.05655075518089217,0.0066736916051984545,False,True,False,3026,-16676.0
2025-10-27, Monday     , Feeding Bottle    ,49362,1608,161,800,3.91,2025,10,27,44,0,0.03257500557097421,0.003261552174705751,False,True,False,51131,48105.0
2025-10-30, Thursday   , Feeding Bottle    ,45336,3083,429,800,8.69,2025,10,30,44,0,0.06800185279131835,0.009462469947283676,False,True,False,48848,-2283.0
2025-11-09, Sunday     , Feeding Bottle    ,7984,537,67,800,8.4,2025,11,9,45,1,0.06725109580463369,0.00839073262366938,False,True,False,8588,-40260.0
2025-11-25, Tuesday    , Feeding Bottle    ,29306,2245,302,800,9.72,2025,11,25,48,0,0.07660285938512983,0.01030470536049408,False,True,False,31853,23265.0
2025-11-29, Saturday   , Feeding Bottle    ,38185,2747,188,800,8.18,2025,11,29,48,1,0.07193735924160687,0.004923270308490022,False,True,False,41120,9267.0
2025-12-01, Monday     , Feeding Bottle    ,4708,230,37,800,6.46,2025,12,1,49,0,0.04884264174984073,0.007857294542365683,False,True,False,4975,-36145.0
2025-12-05, Friday     , Feeding Bottle    ,43914,2310,164,800,6.01,2025,12,5,49,0,0.05260161675964932,0.003734487077308437,False,True,False,46388,41413.0
2025-12-16, Tuesday    , Feeding Bottle    ,40565,2769,181,800,7.72,2025,12,16,51,0,0.06825913326431002,0.004461864615688015,False,True,False,43515,-2873.0
2025-12-24, Wednesday  , Feeding Bottle    ,20922,1634,313,800,10.8,2025,12,24,52,0,0.07809587535248291,0.01495961382210964,False,True,False,22869,-20646.0
2026-01-12, Monday     , Feeding Bottle    ,37796,1857,237,800,6.17,2026,1,12,3,0,0.049130883403444715,0.006270338915786967,False,True,False,39890,17021.0
2026-02-03, Tuesday    , Feeding Bottle    ,27510,1451,186,800,6.63,2026,2,3,6,0,0.0527425393478972,0.006760931990840028,False,True,False,29147,-10743.0
2026-02-09, Monday     , Feeding Bottle    ,11323,471,25,800,4.6,2026,2,9,7,0,0.041593076651359945,0.0022077004592016957,False,True,False,11819,-17328.0
2026-02-23, Monday     , Feeding Bottle    ,17934,744,129,800,5.59,2026,2,23,9,0,0.0414831335377753,0.00719264008921104,False,True,False,18807,6988.0
2026-02-24, Tuesday    , Feeding Bottle    ,13593,439,47,800,3.92,2026,2,24,9,0,0.032293658967191406,0.0034574076798587613,False,True,False,14079,-4728.0
2026-02-27, Friday     , Feeding Bottle    ,20297,1141,101,800,6.62,2026,2,27,9,0,0.05621243472263277,0.004975859690609912,False,True,False,21539,7460.0
2026-03-13, Friday     , Feeding Bottle    ,33290,2442,381,800,9.62,2026,3,13,11,0,0.07335315851130936,0.01144453455888979,False,True,False,36113,14574.0
2026-03-21, Saturday   , Feeding Bottle    ,9009,555,72,800,7.76,2026,3,21,12,1,0.061598224195338516,0.007991120976692564,False,True,False,9636,-26477.0
2025-06-09, Monday     , Teether           ,35828,2737,312,350,9.38,2025,6,9,24,0,0.07639063328588573,0.008708029808255881,False,False,False,38877,0.0
2025-07-11, Friday     , Teether           ,6611,401,76,350,8.36,2025,7,11,28,0,0.06064730792498488,0.011494252873563218,False,False,False,7088,-31789.0
2025-07-19, Saturday   , Teether           ,11817,555,49,350,5.53,2025,7,19,29,1,0.046962260957860893,0.004146217634117448,False,False,False,12421,5333.0
2025-07-25, Friday     , Teether           ,46811,2408,391,350,6.81,2025,7,25,30,0,0.05143980176023242,0.00835255917286166,False,False,False,49610,37189.0
2025-07-30, Wednesday  , Teether           ,34307,2012,291,350,7.56,2025,7,30,31,0,0.05864521394426956,0.008481986708639384,False,False,False,36610,-13000.0
2025-08-19, Tuesday    , Teether           ,13003,438,58,350,4.26,2025,8,19,34,0,0.03368194401722547,0.004460166102737619,False,False,False,13499,-23111.0
2025-08-21, Thursday   , Teether           ,44356,2876,309,350,7.88,2025,8,21,34,0,0.06483756791487251,0.006966206010325315,False,False,False,47541,34042.0
2025-10-02, Thursday   , Teether           ,16178,634,51,350,4.55,2025,10,2,40,0,0.039186599913468075,0.003152234377897274,False,False,False,16863,-30678.0
2025-11-07, Friday     , Teether           ,18984,1402,152,350,8.99,2025,11,7,45,0,0.07384777455886225,0.008006320779562813,False,False,False,20538,3675.0
