date      , day_of_week, product           , views, likes, comments_count, estimated_price_ksh, demand_score, year, month, day, week_of_year, is_weekend, engagement_rate     , comment_rate         , category_ clothing, category_ feeding, category_ travel, lag_1_views, lag_7_views, rolling_mean_7
2025-05-24, Saturday   , Baby Feeding Chair, 31855,  1964,            198,               16000,         7.41, 2025,     5,  24,           21,          1, 0.06165243596182823 , 0.006215469613259668 , False             , True             , False           ,      8546.0,      7311.0, 20625.85714285714
2025-05-26, Monday     , Baby Feeding Chair, 14183,  1028,            195,               16000,        10.0 , 2025,     5,  26,           22,          0, 0.0724760293288212  , 0.013747884940778343 , False             , True             , False           ,     31855.0,      4612.0, 21993.14285714286
2025-06-08, Sunday     , Baby Feeding Chair, 19453,  1473,            155,               16000,         9.17, 2025,     6,   8,           23,          1, 0.07571707617970597 , 0.007967513107844146 , False             , True             , False           ,     14183.0,     23243.0, 21451.714285714286
2025-06-13, Friday     , Baby Feeding Chair, 36663,  1228,             99,               16000,         3.89, 2025,     6,  13,           24,          0, 0.033493344970543314, 0.0027001963779183943, False             , True             , False           ,     19453.0,     25599.0, 23032.285714285714
2025-06-26, Thursday   , Baby Feeding Chair,  6142,   399,             28,               16000,         7.41, 2025,     6,  26,           26,          0, 0.06495197786097998 , 0.004558033534103858 , False             , True             , False           ,     36663.0,     32818.0, 19221.428571428572
2025-06-27, Friday     , Baby Feeding Chair, 39233,  2189,            215,               16000,         6.68, 2025,     6,  27,           26,          0, 0.05579344446143651 , 0.005479940867614824 , False             , True             , False           ,      6142.0,     17708.0, 22296.428571428572
2025-07-05, Saturday   , Baby Feeding Chair, 11435,   369,             20,               16000,         3.58, 2025,     7,   5,           27,          1, 0.03226652675760756 , 0.0017488632388947185, False             , True             , False           ,     39233.0,      8546.0, 22709.14285714286
2025-08-09, Saturday   , Baby Feeding Chair, 42262,  3351,            546,               16000,        10.51, 2025,     8,   9,           32,          1, 0.0792892127865982  , 0.012919101814826207 , False             , True             , False           ,     11435.0,     31855.0, 24195.85714285714
2025-08-12, Tuesday    , Baby Feeding Chair, 17485,   955,             49,               16000,         6.02, 2025,     8,  12,           33,          0, 0.054615120667962945, 0.0028022417934347476, False             , True             , False           ,     42262.0,     14183.0, 24667.571428571428
2025-08-13, Wednesday  , Baby Feeding Chair,  5709,   187,             12,               16000,         3.7 , 2025,     8,  13,           33,          0, 0.03274956217162872 , 0.0021015761821366026, False             , True             , False           ,     17485.0,     19453.0, 22704.14285714286
2025-08-29, Friday     , Baby Feeding Chair, 12136,   617,            117,               16000,         7.01, 2025,     8,  29,           35,          0, 0.05083628573782648 , 0.0096399439729752   , False             , True             , False           ,      5709.0,     36663.0, 19200.285714285714
2025-09-04, Thursday   , Baby Feeding Chair, 14763,  1042,            208,               16000,         9.88, 2025,     9,   4,           36,          0, 0.07057707938228122 , 0.014088322947710648 , False             , True             , False           ,     12136.0,      6142.0, 20431.85714285714
2025-09-24, Wednesday  , Baby Feeding Chair, 20271,  1088,            163,               16000,         6.98, 2025,     9,  24,           39,          0, 0.05367008681925809 , 0.008040647198105762 , False             , True             , False           ,     14763.0,     39233.0, 17723.0
2025-10-14, Tuesday    , Baby Feeding Chair, 21123,  1315,            178,               16000,         7.91, 2025,    10,  14,           42,          0, 0.06225146752508995 , 0.008426434387426624 , False             , True             , False           ,     20271.0,     11435.0, 19107.0
2025-10-16, Thursday   , Baby Feeding Chair, 29285,  1208,            126,               16000,         4.99, 2025,    10,  16,           42,          0, 0.04124837806460425 , 0.0043023970497848806, False             , True             , False           ,     21123.0,     42262.0, 17253.14285714286
2025-10-25, Saturday   , Baby Feeding Chair,  4048,   245,             22,               16000,         7.14, 2025,    10,  25,           43,          1, 0.06050876759693752 , 0.005433440355643368 , False             , True             , False           ,     29285.0,     17485.0, 15333.57142857143
2025-11-02, Sunday     , Baby Feeding Chair,  3908,   260,             49,               16000,         9.16, 2025,    11,   2,           44,          1, 0.0665131747249936  , 0.01253517523663341  , False             , True             , False           ,      4048.0,      5709.0, 15076.285714285714
2025-11-06, Thursday   , Baby Feeding Chair, 21282,  1346,            172,               16000,         7.94, 2025,    11,   6,           45,          0, 0.06324296386787577 , 0.008081567448198093 , False             , True             , False           ,      3908.0,     12136.0, 16382.857142857143
2025-11-17, Monday     , Baby Feeding Chair, 25710,  1258,            149,               16000,         6.05, 2025,    11,  17,           47,          0, 0.04892847419392478 , 0.005795184940297927 , False             , True             , False           ,     21282.0,     14763.0, 17946.714285714286
2025-11-19, Wednesday  , Baby Feeding Chair, 16382,   826,            136,               16000,         6.7 , 2025,    11,  19,           47,          0, 0.05041811634010865 , 0.008301287920405298 , False             , True             , False           ,     25710.0,     20271.0, 17391.14285714286
2025-12-20, Saturday   , Baby Feeding Chair, 47368,  1946,            164,               16000,         4.8 , 2025,    12,  20,           51,          1, 0.04108172011230974 , 0.003462179906690029 , False             , True             , False           ,     16382.0,     21123.0, 21140.428571428572
2025-12-31, Wednesday  , Baby Feeding Chair,  9083,   372,             72,               16000,         5.68, 2025,    12,  31,            1,          0, 0.04095112285336856 , 0.007926023778071334 , False             , True             , False           ,     47368.0,     29285.0, 18254.428571428572
2026-01-17, Saturday   , Baby Feeding Chair, 25863,  1053,             57,               16000,         4.51, 2026,     1,  17,            3,          1, 0.040712960098979276, 0.002203835446953294 , False             , True             , False           ,      9083.0,      4048.0, 21370.85714285714
2026-01-20, Tuesday    , Baby Feeding Chair,  3524,   166,             17,               16000,         5.68, 2026,     1,  20,            4,          0, 0.04709219858156028 , 0.004822695035460993 , False             , True             , False           ,     25863.0,      3908.0, 21316.0
2026-01-23, Friday     , Baby Feeding Chair, 43131,  3380,            171,               16000,         8.63, 2026,     1,  23,            4,          0, 0.07836409162570714 , 0.003964573866270982 , False             , True             , False           ,      3524.0,     21282.0, 24437.285714285714
2026-01-30, Friday     , Baby Feeding Chair, 31711,  2418,            186,               16000,         8.8 , 2026,     1,  30,            5,          0, 0.07624873864783048 , 0.005865287588294652 , False             , True             , False           ,     43131.0,     25710.0, 25294.571428571428
2026-01-31, Saturday   , Baby Feeding Chair, 21541,  1632,             89,               16000,         8.4 , 2026,     1,  31,            5,          1, 0.07575898245288273 , 0.0041314641166094145, False             , True             , False           ,     31711.0,     16382.0, 26031.571428571428
2026-02-10, Tuesday    , Baby Feeding Chair,  2545,    79,             14,               16000,         4.2 , 2026,     2,  10,            7,          0, 0.031029065200314218, 0.0054988216810683424, False             , True             , False           ,     21541.0,     47368.0, 19628.285714285714
2026-02-12, Thursday   , Baby Feeding Chair, 43773,  2080,            343,               16000,         6.32, 2026,     2,  12,            7,          0, 0.04751679078905286 , 0.007835701558002468 , False             , True             , False           ,      2545.0,      9083.0, 24584.0
2026-03-05, Thursday   , Baby Feeding Chair, 48542,  3046,            403,               16000,         7.94, 2026,     3,   5,           10,          0, 0.0627484910285726  , 0.008301917887233999 , False             , True             , False           ,     43773.0,     25863.0, 27823.85714285714
2026-03-16, Monday     , Baby Feeding Chair, 11017,   586,            106,               16000,         7.24, 2026,     3,  16,           12,          0, 0.053185696133599566, 0.009620620802323471 , False             , True             , False           ,     48542.0,      3524.0, 28894.285714285714
2026-03-26, Thursday   , Baby Feeding Chair, 49295,  3224,            193,               16000,         7.32, 2026,     3,  26,           13,          0, 0.06540084388185655 , 0.003915124959428757 , False             , True             , False           ,     11017.0,     43131.0, 29774.85714285714
2025-05-04, Sunday     , Baby Mittens Set  ,  8776,   622,            111,                 500,         9.62, 2025,     5,   4,           18,          1, 0.0708670388515438  , 0.012646690213056854 , True              , False            , False           ,         0.0,         0.0,     0.0
2025-05-14, Wednesday  , Baby Mittens Set  , 27342,  1918,            231,                 500,         8.7 , 2025,     5,  14,           20,          0, 0.07014592400248693 , 0.008448231722927257 , True              , False            , False           ,      8776.0,         0.0,     0.0
2025-05-15, Thursday   , Baby Mittens Set  ,  2197,   109,             18,                 500,         6.6 , 2025,     5,  15,           20,          0, 0.049590536851683346, 0.00818926296633303  , True              , False            , False           ,     27342.0,         0.0,     0.0
2025-05-20, Tuesday    , Baby Mittens Set  , 37153,  2670,            404,                 500,         9.36, 2025,     5,  20,           21,          0, 0.07186305646767509 , 0.010873660978629488 , True              , False            , False           ,      2197.0,         0.0,     0.0
2025-05-23, Friday     , Baby Mittens Set  ,  4049,   323,             62,                 500,        11.04, 2025,     5,  23,           21,          0, 0.07975308641975308 , 0.015308641975308642 , True              , False            , False           ,     37153.0,         0.0,     0.0
2025-06-01, Sunday     , Baby Mittens Set  , 35986,  2262,            305,                 500,         7.98, 2025,     6,   1,           22,          1, 0.06285603134465223 , 0.008475282740989801 , True              , False            , False           ,      4049.0,         0.0,     0.0
2025-06-06, Friday     , Baby Mittens Set  , 11007,   484,             25,                 500,         4.85, 2025,     6,   6,           23,          0, 0.043968023255813955, 0.002271075581395349 , True              , False            , False           ,     35986.0,         0.0, 18072.85714285714
2025-06-07, Saturday   , Baby Mittens Set  , 42447,  1649,            315,                 500,         5.37, 2025,     6,   7,           23,          1, 0.03884753109687147 , 0.007420844327176781 , True              , False            , False           ,     11007.0,      8776.0, 22883.0
2025-06-16, Monday     , Baby Mittens Set  , 14533,   697,             65,                 500,         5.69, 2025,     6,  16,           25,          0, 0.047956515756157975, 0.004472271914132379 , True              , False            , False           ,     42447.0,     27342.0, 21053.14285714286
2025-07-17, Thursday   , Baby Mittens Set  , 14161,   452,             64,                 500,         4.1 , 2025,     7,  17,           29,          0, 0.03191639598926705 , 0.00451913571529445  , True              , False            , False           ,     14533.0,      2197.0, 22762.285714285714
2025-07-18, Friday     , Baby Mittens Set  , 29472,  1850,            199,                 500,         7.63, 2025,     7,  18,           29,          0, 0.0627693142876531  , 0.00675194245580701  , True              , False            , False           ,     14161.0,     37153.0, 21665.0
2025-07-24, Thursday   , Baby Mittens Set  , 36911,  1736,            329,                 500,         6.49, 2025,     7,  24,           30,          0, 0.047030775899436494, 0.00891309059384482  , True              , False            , False           ,     29472.0,      4049.0, 26359.571428571428
2025-08-01, Friday     , Baby Mittens Set  ,  3167,   220,             14,                 500,         7.83, 2025,     8,   1,           31,          0, 0.06944444444444445 , 0.004419191919191919 , True              , False            , False           ,     36911.0,     35986.0, 21671.14285714286
2025-08-08, Friday     , Baby Mittens Set  , 15807,  1156,            210,                 500,         9.97, 2025,     8,   8,           32,          0, 0.07312753036437247 , 0.013284412955465588 , True              , False            , False           ,      3167.0,     11007.0, 22356.85714285714
2025-08-18, Monday     , Baby Mittens Set  , 39678,  2958,            382,                 500,         9.38, 2025,     8,  18,           34,          0, 0.07454824970387358 , 0.009627258751480633 , True              , False            , False           ,     15807.0,     42447.0, 21961.285714285714
2025-08-24, Sunday     , Baby Mittens Set  , 11337,   446,             53,                 500,         4.87, 2025,     8,  24,           34,          1, 0.03933674369377315 , 0.0046745457752690065, True              , False            , False           ,     39678.0,     14533.0, 21504.714285714286
2025-08-27, Wednesday  , Baby Mittens Set  , 37547,  1635,            114,                 500,         4.96, 2025,     8,  27,           35,          0, 0.04354426334292106 , 0.003036113774368808 , True              , False            , False           ,     11337.0,     14161.0, 24845.571428571428
2025-09-11, Thursday   , Baby Mittens Set  , 10427,   605,            109,                 500,         7.89, 2025,     9,  11,           37,          0, 0.0580168776371308  , 0.010452627541235136 , True              , False            , False           ,     37547.0,     29472.0, 22124.85714285714
2025-09-12, Friday     , Baby Mittens Set  , 21198,   666,            108,                 500,         4.16, 2025,     9,  12,           37,          0, 0.03141657625359687 , 0.005094579933015708 , True              , False            , False           ,     10427.0,     36911.0, 19880.14285714286
2025-09-16, Tuesday    , Baby Mittens Set  , 19715,  1131,            133,                 500,         7.09, 2025,     9,  16,           38,          0, 0.05736457699330493 , 0.006745790221140191 , True              , False            , False           ,     21198.0,      3167.0, 22244.14285714286
2025-09-26, Friday     , Baby Mittens Set  , 23969,  1052,             80,                 500,         5.06, 2025,     9,  26,           39,          0, 0.043888193575302464, 0.003337505214851898 , True              , False            , False           ,     19715.0,     15807.0, 23410.14285714286
2025-09-30, Tuesday    , Baby Mittens Set  , 45221,  1541,            278,                 500,         4.64, 2025,     9,  30,           40,          0, 0.034076334527442395, 0.0061474503560214055, True              , False            , False           ,     23969.0,     39678.0, 24202.0
2025-11-10, Monday     , Baby Mittens Set  ,  4192,   314,             33,                 500,         9.06, 2025,    11,  10,           46,          0, 0.07488671595516337 , 0.007870259957071309 , True              , False            , False           ,     45221.0,     11337.0, 23181.285714285714
2025-11-22, Saturday   , Baby Mittens Set  , 12789,   529,             60,                 500,         5.07, 2025,    11,  22,           47,          1, 0.04136043784206411 , 0.004691164972634871 , True              , False            , False           ,      4192.0,     37547.0, 19644.428571428572
2025-11-28, Friday     , Baby Mittens Set  , 49882,  2620,            175,                 500,         5.95, 2025,    11,  28,           48,          0, 0.05252290359441092 , 0.003508209209550348 , True              , False            , False           ,     12789.0,     10427.0, 25280.85714285714
2025-12-02, Tuesday    , Baby Mittens Set  , 41224,  1246,            124,                 500,         3.62, 2025,    12,   2,           49,          0, 0.030224378411158277, 0.003007883565797453 , True              , False            , False           ,     49882.0,     21198.0, 28141.714285714286
2025-12-11, Thursday   , Baby Mittens Set  , 22806,  1363,             81,                 500,         6.69, 2025,    12,  11,           50,          0, 0.05976235366334897 , 0.003551541193493226 , True              , False            , False           ,     41224.0,     19715.0, 28583.285714285714
2025-12-13, Saturday   , Baby Mittens Set  , 29952,   953,            115,                 500,         3.95, 2025,    12,  13,           50,          1, 0.03181651253630688 , 0.0038393483123560245, True              , False            , False           ,     22806.0,     23969.0, 29438.0
2026-01-03, Saturday   , Baby Mittens Set  ,  4573,   306,             47,                 500,         8.75, 2026,     1,   3,            1,          1, 0.06689986882378662 , 0.010275470048097944 , True              , False            , False           ,     29952.0,     45221.0, 23631.14285714286
2026-01-04, Sunday     , Baby Mittens Set  , 25752,   951,            166,                 500,         4.98, 2026,     1,   4,            1,          1, 0.036927736574379685, 0.006445850968819167 , True              , False            , False           ,      4573.0,      4192.0, 26711.14285714286
2026-01-24, Saturday   , Baby Mittens Set  , 28212,   975,            182,                 500,         4.75, 2026,     1,  24,            4,          1, 0.03455853684471698 , 0.006450926877680502 , True              , False            , False           ,     25752.0,     12789.0, 28914.428571428572
2026-02-19, Thursday   , Baby Mittens Set  , 11155,   456,             87,                 500,         5.65, 2026,     2,  19,            8,          0, 0.04087486554320545 , 0.00779849408390104  , True              , False            , False           ,     28212.0,     49882.0, 23382.0
2026-03-24, Tuesday    , Baby Mittens Set  , 37150,  2845,            185,                 500,         8.65, 2026,     3,  24,           13,          0, 0.07657936529299346 , 0.004979677532233318 , True              , False            , False           ,     11155.0,     41224.0, 22800.0
2025-04-03, Thursday   , Baby Romper       , 30693,   931,             49,                1200,         3.35, 2025,     4,   3,           14,          0, 0.030331660910927215, 0.0015964032058382745, True              , False            , False           ,         0.0,         0.0,     0.0
2025-04-10, Thursday   , Baby Romper       , 19159,   607,            113,                1200,         4.35, 2025,     4,  10,           15,          0, 0.03168058455114822 , 0.0058977035490605425, True              , False            , False           ,     30693.0,         0.0,     0.0
2025-04-18, Friday     , Baby Romper       , 42774,  2188,            239,                1200,         6.23, 2025,     4,  18,           16,          0, 0.05115137346580947 , 0.0055873758036236116, True              , False            , False           ,     19159.0,         0.0,     0.0
2025-06-02, Monday     , Baby Romper       , 43914,  2124,            190,                1200,         5.7 , 2025,     6,   2,           23,          0, 0.04836616190367756 , 0.004326539906637823 , True              , False            , False           ,     42774.0,         0.0,     0.0
2025-06-12, Thursday   , Baby Romper       , 36584,  1819,            321,                1200,         6.73, 2025,     6,  12,           24,          0, 0.04971983053163865 , 0.00877408774087741  , True              , False            , False           ,     43914.0,         0.0,     0.0
2025-06-28, Saturday   , Baby Romper       , 10311,   448,             51,                1200,         5.33, 2025,     6,  28,           26,          1, 0.04344453064391001 , 0.004945694336695112 , True              , False            , False           ,     36584.0,         0.0,     0.0
2025-06-29, Sunday     , Baby Romper       , 27945,   873,            169,                1200,         4.33, 2025,     6,  29,           26,          1, 0.031238817719888356, 0.006047377084377013 , True              , False            , False           ,     10311.0,         0.0, 30197.14285714286
2025-07-22, Tuesday    , Baby Romper       , 46425,  2375,            321,                1200,         6.5 , 2025,     7,  22,           30,          0, 0.05115667944686167 , 0.006914229095765304 , True              , False            , False           ,     27945.0,     30693.0, 32444.571428571428
2025-07-27, Sunday     , Baby Romper       , 43555,  3106,            304,                1200,         8.53, 2025,     7,  27,           30,          1, 0.07131049683166499 , 0.00697952061713656  , True              , False            , False           ,     46425.0,     19159.0, 35929.71428571428
2025-08-03, Sunday     , Baby Romper       , 25714,  1912,            196,                1200,         8.96, 2025,     8,   3,           31,          1, 0.0743534901808283  , 0.007622010499708342 , True              , False            , False           ,     43555.0,     42774.0, 33492.57142857143
2025-08-05, Tuesday    , Baby Romper       ,  9056,   317,             19,                1200,         3.92, 2025,     8,   5,           32,          0, 0.03500055205918074 , 0.002097824886827868 , True              , False            , False           ,     25714.0,     43914.0, 28512.85714285714
2025-08-07, Thursday   , Baby Romper       , 19924,  1109,             94,                1200,         6.51, 2025,     8,   7,           32,          0, 0.055658720200752826, 0.004717691342534505 , True              , False            , False           ,      9056.0,     36584.0, 26132.85714285714
2025-09-10, Wednesday  , Baby Romper       , 45125,  3229,            310,                1200,         8.53, 2025,     9,  10,           37,          0, 0.07155520099277578 , 0.006869653858086248 , True              , False            , False           ,     19924.0,     10311.0, 31106.285714285714
2025-09-19, Friday     , Baby Romper       , 21963,   731,             41,                1200,         3.7 , 2025,     9,  19,           38,          0, 0.033281733746130034, 0.0018666909488253506, True              , False            , False           ,     45125.0,     27945.0, 30251.714285714286
2025-09-27, Saturday   , Baby Romper       , 41749,  1504,            179,                1200,         4.46, 2025,     9,  27,           39,          1, 0.03602395209580838 , 0.004287425149700599 , True              , False            , False           ,     21963.0,     46425.0, 29583.714285714286
2025-10-06, Monday     , Baby Romper       , 40638,  1281,            230,                1200,         4.28, 2025,    10,   6,           41,          0, 0.03152144491744383 , 0.005659588080415365 , True              , False            , False           ,     41749.0,     43555.0, 29167.0
2025-10-12, Sunday     , Baby Romper       , 28069,  1665,            269,                1200,         7.85, 2025,    10,  12,           41,          1, 0.05931599572497328 , 0.009583184894905594 , True              , False            , False           ,     40638.0,     25714.0, 29503.428571428572
2025-10-15, Wednesday  , Baby Romper       , 12554,   995,            140,                1200,        10.16, 2025,    10,  15,           42,          0, 0.07925129430505774 , 0.011150935882118677 , True              , False            , False           ,     28069.0,      9056.0, 30003.14285714286
2025-11-15, Saturday   , Baby Romper       , 34154,  2295,            126,                1200,         7.46, 2025,    11,  15,           46,          1, 0.06719367588932806 , 0.003689064558629776 , True              , False            , False           ,     12554.0,     19924.0, 32036.0
2025-11-26, Wednesday  , Baby Romper       , 40727,  2548,            422,                1200,         8.33, 2025,    11,  26,           48,          0, 0.06256138283244941 , 0.010361422117462188 , True              , False            , False           ,     34154.0,     45125.0, 31407.714285714286
2026-01-15, Thursday   , Baby Romper       , 26063,  1974,            312,                1200,         9.97, 2026,     1,  15,            3,          0, 0.0757366482504604  , 0.011970534069981584 , True              , False            , False           ,     40727.0,     21963.0, 31993.428571428572
2026-02-04, Wednesday  , Baby Romper       , 23776,  1486,            155,                1200,         7.55, 2026,     2,   4,            6,          0, 0.062497371409345165, 0.00651890482398957  , True              , False            , False           ,     26063.0,     41749.0, 29425.85714285714
2026-03-23, Monday     , Baby Romper       , 23736,  1854,            187,                1200,         9.39, 2026,     3,  23,           13,          0, 0.07810591060369887 , 0.007877996376964232 , True              , False            , False           ,     23776.0,     40638.0, 27011.285714285714
2025-03-30, Sunday     , Baby Stroller     ,  8265,   312,             18,               32000,         4.21, 2025,     3,  30,           13,          1, 0.03774497943382531 , 0.0021775949673360755, False             , False            , True            ,         0.0,         0.0,     0.0
2025-04-12, Saturday   , Baby Stroller     , 45573,  2612,            203,               32000,         6.62, 2025,     4,  12,           15,          1, 0.05731338043621363 , 0.004454294115065607 , False             , False            , True            ,      8265.0,         0.0,     0.0
2025-04-28, Monday     , Baby Stroller     , 42342,  2549,            333,               32000,         7.59, 2025,     4,  28,           18,          0, 0.060198852230593014, 0.0078643459367546   , False             , False            , True            ,     45573.0,         0.0,     0.0
2025-05-10, Saturday   , Baby Stroller     , 28736,  2265,            252,               32000,         9.64, 2025,     5,  10,           19,          1, 0.07881824825138324 , 0.008769182586908864 , False             , False            , True            ,     42342.0,         0.0,     0.0
2025-05-31, Saturday   , Baby Stroller     , 27876,  1085,            113,               32000,         4.7 , 2025,     5,  31,           22,          1, 0.038920974279872296, 0.004053520823618036 , False             , False            , True            ,     28736.0,         0.0,     0.0
2025-06-05, Thursday   , Baby Stroller     , 41790,  2282,            180,               32000,         6.32, 2025,     6,   5,           23,          0, 0.05460505850541983 , 0.00430714747194372  , False             , False            , True            ,     27876.0,         0.0,     0.0
2025-06-11, Wednesday  , Baby Stroller     , 37743,  2738,            267,               32000,         8.67, 2025,     6,  11,           24,          0, 0.07254133107248835 , 0.007073972022043238 , False             , False            , True            ,     41790.0,         0.0, 33189.28571428572
2025-06-18, Wednesday  , Baby Stroller     , 26376,  1619,            128,               32000,         7.11, 2025,     6,  18,           25,          0, 0.061379231906585285, 0.004852712590514463 , False             , False            , True            ,     37743.0,      8265.0, 35776.57142857143
2025-06-20, Friday     , Baby Stroller     , 15403,   907,            105,               32000,         7.25, 2025,     6,  20,           25,          0, 0.058880810179174244, 0.006816411321734614 , False             , False            , True            ,     26376.0,     45573.0, 31466.571428571428
2025-07-03, Thursday   , Baby Stroller     , 49893,  3317,            189,               32000,         7.41, 2025,     7,   3,           27,          0, 0.0664809395919349  , 0.0037880306249248406, False             , False            , True            ,     15403.0,     42342.0, 32545.285714285714
2025-08-02, Saturday   , Baby Stroller     , 23689,   778,            103,               32000,         4.15, 2025,     8,   2,           31,          1, 0.03284086112283664 , 0.004347826086956522 , False             , False            , True            ,     49893.0,     28736.0, 31824.285714285714
2025-08-15, Friday     , Baby Stroller     , 16683,  1303,            138,               32000,         9.46, 2025,     8,  15,           33,          0, 0.0780987772716375  , 0.008271397746343803 , False             , False            , True            ,     23689.0,     27876.0, 30225.285714285714
2025-08-17, Sunday     , Baby Stroller     ,  4105,   125,             24,               32000,         4.21, 2025,     8,  17,           33,          1, 0.03044325377496347 , 0.0058451047247929854, False             , False            , True            ,     16683.0,     41790.0, 24841.714285714286
2025-09-01, Monday     , Baby Stroller     , 25833,  1266,            247,               32000,         6.81, 2025,     9,   1,           36,          0, 0.049005186962917086, 0.009561043585971976 , False             , False            , True            ,      4105.0,     37743.0, 23140.285714285714
2025-09-03, Wednesday  , Baby Stroller     , 10702,   467,             27,               32000,         4.87, 2025,     9,   3,           36,          0, 0.04363262636643932 , 0.002522657198916192 , False             , False            , True            ,     25833.0,     26376.0, 20901.14285714286
2025-09-06, Saturday   , Baby Stroller     ,  6809,   493,             42,               32000,         8.47, 2025,     9,   6,           36,          1, 0.0723935389133627  , 0.006167400881057269 , False             , False            , True            ,     10702.0,     15403.0, 19673.428571428572
2025-09-07, Sunday     , Baby Stroller     , 40765,  1735,            158,               32000,         5.03, 2025,     9,   7,           36,          1, 0.042559976450964036, 0.0038757788353039296, False             , False            , True            ,      6809.0,     49893.0, 18369.428571428572
2025-09-09, Tuesday    , Baby Stroller     , 38187,  1658,             88,               32000,         4.8 , 2025,     9,   9,           37,          0, 0.04341678014035823 , 0.0023043888132397612, False             , False            , True            ,     40765.0,     23689.0, 20440.571428571428
2025-10-08, Wednesday  , Baby Stroller     , 12267,   380,             37,               32000,         3.7 , 2025,    10,   8,           41,          0, 0.030974894033257254, 0.003015976524290838 , False             , False            , True            ,     38187.0,     16683.0, 19809.714285714286
2025-10-09, Thursday   , Baby Stroller     ,  8229,   381,             25,               32000,         5.24, 2025,    10,   9,           41,          0, 0.04629404617253949 , 0.003037667071688943 , False             , False            , True            ,     12267.0,      4105.0, 20398.85714285714
2025-10-13, Monday     , Baby Stroller     , 25275,   919,             85,               32000,         4.31, 2025,    10,  13,           42,          0, 0.036358601044469065, 0.003362873872448172 , False             , False            , True            ,      8229.0,     25833.0, 20319.14285714286
2025-10-20, Monday     , Baby Stroller     , 43427,  3407,            612,               32000,        10.66, 2025,    10,  20,           43,          0, 0.07845169015381781 , 0.014092290688035369 , False             , False            , True            ,     25275.0,     10702.0, 24994.14285714286
2025-11-04, Tuesday    , Baby Stroller     ,  7951,   549,             95,               32000,         9.29, 2025,    11,   4,           45,          0, 0.06903923541247485 , 0.011946680080482898 , False             , False            , True            ,     43427.0,      6809.0, 25157.285714285714
2025-11-11, Tuesday    , Baby Stroller     , 38455,  1594,            209,               32000,         5.23, 2025,    11,  11,           46,          0, 0.04144996879550655 , 0.005434782608695652 , False             , False            , True            ,      7951.0,     40765.0, 24827.285714285714
2025-11-13, Thursday   , Baby Stroller     ,  7788,   426,             68,               32000,         7.22, 2025,    11,  13,           46,          0, 0.054692515085376814, 0.008730260623956862 , False             , False            , True            ,     38455.0,     38187.0, 20484.571428571428
2025-12-08, Monday     , Baby Stroller     , 21097,   646,             96,               32000,         3.97, 2025,    12,   8,           50,          0, 0.030619016020475873, 0.004550194331216229 , False             , False            , True            ,      7788.0,     12267.0, 21746.0
2025-12-09, Tuesday    , Baby Stroller     ,  6944,   542,             39,               32000,         8.93, 2025,    12,   9,           50,          0, 0.07804175665946725 , 0.005615550755939525 , False             , False            , True            ,     21097.0,      8229.0, 21562.428571428572
2025-12-26, Friday     , Baby Stroller     ,  6425,   220,             17,               32000,         3.95, 2025,    12,  26,           52,          0, 0.034235916588857766, 0.0026455026455026454, False             , False            , True            ,      6944.0,     25275.0, 18869.571428571428
2026-01-05, Monday     , Baby Stroller     , 43401,  3256,            500,               32000,         9.81, 2026,     1,   5,            2,          0, 0.07501958435095157 , 0.011520206442099442 , False             , False            , True            ,      6425.0,     43427.0, 18865.85714285714
2026-01-09, Friday     , Baby Stroller     , 42809,  1583,            141,               32000,         4.36, 2026,     1,   9,            2,          0, 0.036977341742583505, 0.0032936229852838124, False             , False            , True            ,     43401.0,      7951.0, 23845.571428571428
2026-01-10, Saturday   , Baby Stroller     , 19029,  1267,            111,               32000,         7.82, 2026,     1,  10,            2,          1, 0.06657908565423017 , 0.005832895428271151 , False             , False            , True            ,     42809.0,     38455.0, 21070.428571428572
2026-01-26, Monday     , Baby Stroller     , 26791,  1819,            265,               32000,         8.77, 2026,     1,  26,            5,          0, 0.06789340101522842 , 0.009891012242460437 , False             , False            , True            ,     19029.0,      7788.0, 23785.14285714286
2026-02-21, Saturday   , Baby Stroller     , 42970,  3230,            640,               32000,        10.5 , 2026,     2,  21,            8,          1, 0.07516697307486445 , 0.014893765562821439 , False             , False            , True            ,     26791.0,     21097.0, 26909.85714285714
2026-02-22, Sunday     , Baby Stroller     , 16899,   561,             61,               32000,         4.04, 2026,     2,  22,            8,          1, 0.03319526627218935 , 0.003609467455621302 , False             , False            , True            ,     42970.0,      6944.0, 28332.0
2026-03-09, Monday     , Baby Stroller     , 23452,  1701,            211,               32000,         9.05, 2026,     3,   9,           11,          0, 0.07252803479299023 , 0.008996716837931181 , False             , False            , True            ,     16899.0,      6425.0, 30764.428571428572
2026-03-10, Tuesday    , Baby Stroller     ,  4396,   331,             44,               32000,         9.53, 2026,     3,  10,           11,          0, 0.07527859904480327 , 0.010006822833750284 , False             , False            , True            ,     23452.0,     43401.0, 25192.285714285714
2026-03-18, Wednesday  , Baby Stroller     , 38766,  1165,            155,               32000,         3.8 , 2026,     3,  18,           12,          0, 0.03005133231872469 , 0.0039982459308174475, False             , False            , True            ,      4396.0,     42809.0, 24614.714285714286
